	cluster	instances	deposits	length
20467	['NK0']	1	1	1
20468	['4C4']	1	1	1
20469	['NK1']	1	1	1
20470	['4C1']	1	1	1
20471	['NKM']	1	1	1
20472	['49C']	1	1	1
20473	['NJG']	1	1	1
20474	['NCJ']	1	1	1
20475	['NC9']	1	1	1
20476	['NCE']	1	1	1
20477	['3CK']	1	1	1
20478	['NCG']	1	1	1
20479	['NCH']	1	1	1
20480	['3CG']	1	1	1
20481	['3CC']	1	1	1
20482	['3CB']	1	1	1
20483	['3C9']	1	1	1
20484	['NCK']	1	1	1
20485	['NCL']	1	1	1
20486	['3C6']	1	1	1
20487	['NCQ']	1	1	1
20488	['3C3']	1	1	1
20489	['NCZ']	1	1	1
20490	['ND3']	1	1	1
20491	['NDA']	1	1	1
20492	['3CR']	1	1	1
20493	['NC8']	1	1	1
20494	['4JZ']	1	1	1
20495	['NI5']	1	1	1
20496	['NI8']	1	1	1
20497	['497']	1	1	1
20498	['496']	1	1	1
20499	['49R']	1	1	1
20500	['49S']	1	1	1
20501	['49T']	1	1	1
20502	['49V']	1	1	1
20503	['NJ7']	1	1	1
20504	['4AG']	1	1	1
20505	['NIG']	1	1	1
20506	['NJ1']	1	1	1
20507	['NIP']	1	1	1
20508	['NIR']	1	1	1
20509	['NIU']	1	1	1
20510	['4A5']	1	1	1
20511	['4A1']	1	1	1
20512	['4A0']	1	1	1
20513	['49Z']	1	1	1
20514	['49Y']	1	1	1
20515	['4B8']	1	1	1
20516	['4BF']	1	1	1
20517	['4GY']	1	1	1
20518	['4BG']	1	1	1
20519	['N21']	1	1	1
20520	['N23']	1	1	1
20521	['48B']	1	1	1
20522	['47M']	1	1	1
20523	['48C']	1	1	1
20524	['N24']	1	1	1
20525	['N25']	1	1	1
20526	['490']	1	1	1
20527	['N27']	1	1	1
20528	['48W']	1	1	1
20529	['48U']	1	1	1
20530	['N2F']	1	1	1
20531	['N33']	1	1	1
20532	['48O']	1	1	1
20533	['N1M']	1	1	1
20534	['48M']	1	1	1
20535	['48L']	1	1	1
20536	['48K']	1	1	1
20537	['MZZ']	1	1	1
20538	['47Q']	1	1	1
20539	['47R']	1	1	1
20540	['47T']	1	1	1
20541	['487']	1	1	1
20542	['4GX']	1	1	1
20543	['MYG']	1	1	1
20544	['MYL']	1	1	1
20545	['4GS']	1	1	1
20546	['4GQ']	1	1	1
20547	['4H4']	1	1	1
20548	['45Z']	1	1	1
20549	['MYM']	1	1	1
20550	['MZS']	1	1	1
20551	['47U']	1	1	1
20552	['485']	1	1	1
20553	['483']	1	1	1
20554	['MZT']	1	1	1
20555	['481']	1	1	1
20556	['480']	1	1	1
20557	['N1H']	1	1	1
20558	['47W']	1	1	1
20559	['N1Z']	1	1	1
20560	['48E']	1	1	1
20561	['47L']	1	1	1
20562	['N02']	1	1	1
20563	['NHK']	1	1	1
20564	['NH6']	1	1	1
20565	['47A']	1	1	1
20566	['479']	1	1	1
20567	['NH7']	1	1	1
20568	['NH8']	1	1	1
20569	['492']	1	1	1
20570	['NHG']	1	1	1
20571	['NHJ']	1	1	1
20572	['NHL']	1	1	1
20573	['47E']	1	1	1
20574	['46Y']	1	1	1
20575	['NHN']	1	1	1
20576	['NHO']	1	1	1
20577	['46V']	1	1	1
20578	['46T']	1	1	1
20579	['472']	1	1	1
20580	['493']	1	1	1
20581	['4BH']	1	1	1
20582	['NH5']	1	1	1
20583	['47H']	1	1	1
20584	['N04']	1	1	1
20585	['N12']	1	1	1
20586	['46M']	1	1	1
20587	['N0B']	1	1	1
20588	['46K']	1	1	1
20589	['N0J']	1	1	1
20590	['46G']	1	1	1
20591	['N0V']	1	1	1
20592	['46D']	1	1	1
20593	['46C']	1	1	1
20594	['468']	1	1	1
20595	['46R']	1	1	1
20596	['467']	1	1	1
20597	['N17']	1	1	1
20598	['464']	1	1	1
20599	['462']	1	1	1
20600	['461']	1	1	1
20601	['NAV']	1	1	1
20602	['NHI']	1	1	1
20603	['NH1']	1	1	1
20604	['LJJ']	1	1	1
20605	['3X4']	1	1	1
20606	['3X5']	1	1	1
20607	['L8V']	1	1	1
20608	['L8H']	1	1	1
20609	['42L']	1	1	1
20610	['42K']	1	1	1
20611	['L71']	1	1	1
20612	['L75']	1	1	1
20613	['L76']	1	1	1
20614	['L77']	1	1	1
20615	['L79']	1	1	1
20616	['L7J']	1	1	1
20617	['429']	1	1	1
20618	['L7O']	1	1	1
20619	['427']	1	1	1
20620	['426']	1	1	1
20621	['L7S']	1	1	1
20622	['41D']	1	1	1
20623	['L86']	1	1	1
20624	['L87']	1	1	1
20625	['L88']	1	1	1
20626	['L9P']	1	1	1
20627	['L8I']	1	1	1
20628	['L9N']	1	1	1
20629	['42Q']	1	1	1
20630	['41R']	1	1	1
20631	['421']	1	1	1
20632	['41Z']	1	1	1
20633	['41X']	1	1	1
20634	['41W']	1	1	1
20635	['41V']	1	1	1
20636	['41U']	1	1	1
20637	['41T']	1	1	1
20638	['41S']	1	1	1
20639	['41P']	1	1	1
20640	['425']	1	1	1
20641	['L90']	1	1	1
20642	['L96']	1	1	1
20643	['41L']	1	1	1
20644	['L9G']	1	1	1
20645	['41I']	1	1	1
20646	['L9J']	1	1	1
20647	['422']	1	1	1
20648	['423']	1	1	1
20649	['407']	1	1	1
20650	['LB1']	1	1	1
20651	['403']	1	1	1
20652	['44X']	1	1	1
20653	['LA1']	1	1	1
20654	['LA7']	1	1	1
20655	['LAG']	1	1	1
20656	['410']	1	1	1
20657	['3ZR']	1	1	1
20658	['LAH']	1	1	1
20659	['42V']	1	1	1
20660	['44Z']	1	1	1
20661	['LAM']	1	1	1
20662	['40X']	1	1	1
20663	['44U']	1	1	1
20664	['LAO']	1	1	1
20665	['LH3']	1	1	1
20666	['LNO']	1	1	1
20667	['LN1']	1	1	1
20668	['LNH']	1	1	1
20669	['44I']	1	1	1
20670	['LNN']	1	1	1
20671	['40W']	1	1	1
20672	['40Y']	1	1	1
20673	['LB5']	1	1	1
20674	['40M']	1	1	1
20675	['400']	1	1	1
20676	['LB8']	1	1	1
20677	['3ZW']	1	1	1
20678	['LBA']	1	1	1
20679	['LBB']	1	1	1
20680	['LBD']	1	1	1
20681	['LBE']	1	1	1
20682	['40L']	1	1	1
20683	['41A']	1	1	1
20684	['40Z']	1	1	1
20685	['418']	1	1	1
20686	['LBP']	1	1	1
20687	['LBR']	1	1	1
20688	['LBU']	1	1	1
20689	['L9T']	1	1	1
20690	['412']	1	1	1
20691	['L9X']	1	1	1
20692	['411']	1	1	1
20693	['L8W']	1	1	1
20694	['CN7']	1	1	1
20695	['LJH']	1	1	1
20696	['L8P']	1	1	1
20697	['OSC']	1	1	1
20698	['LCD']	1	1	1
20699	['ORM']	1	1	1
20700	['LCM']	1	1	1
20701	['ORG']	1	1	1
20702	['LCR']	1	1	1
20703	['ORC']	1	1	1
20704	['LCT']	1	1	1
20705	['LD1']	1	1	1
20706	['LD2']	1	1	1
20707	['OSV']	1	1	1
20708	['OTC']	1	1	1
20709	['LD4']	1	1	1
20710	['OX2']	1	1	1
20711	['LF8']	1	1	1
20712	['OVY']	1	1	1
20713	['LGF']	1	1	1
20714	['OUY']	1	1	1
20715	['OTU']	1	1	1
20716	['LDD']	1	1	1
20717	['OSP']	1	1	1
20718	['OSS']	1	1	1
20719	['LDU']	1	1	1
20720	['LQA']	1	1	1
20721	['OFL']	1	1	1
20722	['OFI']	1	1	1
20723	['MD9']	1	1	1
20724	['OFG']	1	1	1
20725	['OFF']	1	1	1
20726	['LDS']	1	1	1
20727	['OMI']	1	1	1
20728	['LDV']	1	1	1
20729	['OST']	1	1	1
20730	['LE4']	1	1	1
20731	['LC0']	1	1	1
20732	['OEF']	1	1	1
20733	['LES']	1	1	1
20734	['OEV']	1	1	1
20735	['LDJ']	1	1	1
20736	['LDE']	1	1	1
20737	['ON0']	1	1	1
20738	['LGJ']	1	1	1
20739	['LGK']	1	1	1
20740	['OTM']	1	1	1
20741	['LFS']	1	1	1
20742	['ON3']	1	1	1
20743	['ON1']	1	1	1
20744	['OOO']	1	1	1
20745	['OOQ']	1	1	1
20746	['OOS']	1	1	1
20747	['OQB']	1	1	1
20748	['LFJ']	1	1	1
20749	['LFP']	1	1	1
20750	['LFT']	1	1	1
20751	['ON7']	1	1	1
20752	['LFZ']	1	1	1
20753	['LG0']	1	1	1
20754	['LG7']	1	1	1
20755	['LC1']	1	1	1
20756	['L94']	1	1	1
20757	['L8M']	1	1	1
20758	['OOV']	1	1	1
20759	['OOU']	1	1	1
20760	['ON5']	1	1	1
20761	['ON9']	1	1	1
20762	['OTK']	1	1	1
20763	['LGV']	1	1	1
20764	['OTJ']	1	1	1
20765	['OTG']	1	1	1
20766	['LGL']	1	1	1
20767	['LGM']	1	1	1
20768	['OT5']	1	1	1
20769	['OR7']	1	1	1
20770	['LGQ']	1	1	1
20771	['OOM']	1	1	1
20772	['OOJ']	1	1	1
20773	['ONB']	1	1	1
20774	['LGW']	1	1	1
20775	['OOD']	1	1	1
20776	['OOC']	1	1	1
20777	['LGX']	1	1	1
20778	['LGZ']	1	1	1
20779	['LGD']	1	1	1
20780	['LGB']	1	1	1
20781	['OND']	1	1	1
20782	['44F']	1	1	1
20783	['451']	1	1	1
20784	['454']	1	1	1
20785	['LNY']	1	1	1
20786	['3UZ']	1	1	1
20787	['3UY']	1	1	1
20788	['3UX']	1	1	1
20789	['3US']	1	1	1
20790	['3UR']	1	1	1
20791	['LI8']	1	1	1
20792	['LI9']	1	1	1
20793	['3UN']	1	1	1
20794	['3WM']	1	1	1
20795	['3UL']	1	1	1
20796	['3UJ']	1	1	1
20797	['3UH']	1	1	1
20798	['LK5']	1	1	1
20799	['LKA']	1	1	1
20800	['3UD']	1	1	1
20801	['3UB']	1	1	1
20802	['LKD']	1	1	1
20803	['LKG']	1	1	1
20804	['3WN']	1	1	1
20805	['LI7']	1	1	1
20806	['LI4']	1	1	1
20807	['3U6']	1	1	1
20808	['3TW']	1	1	1
20809	['LIB']	1	1	1
20810	['3V1']	1	1	1
20811	['3V0']	1	1	1
20812	['3U5']	1	1	1
20813	['LIA']	1	1	1
20814	['LH8']	1	1	1
20815	['3U1']	1	1	1
20816	['3TZ']	1	1	1
20817	['LHI']	1	1	1
20818	['3TH']	1	1	1
20819	['3TU']	1	1	1
20820	['3TS']	1	1	1
20821	['LHJ']	1	1	1
20822	['LHP']	1	1	1
20823	['3TN']	1	1	1
20824	['3TK']	1	1	1
20825	['LI3']	1	1	1
20826	['3TI']	1	1	1
20827	['3WP']	1	1	1
20828	['LKJ']	1	1	1
20829	['LKM']	1	1	1
20830	['3Z3']	1	1	1
20831	['3ZC']	1	1	1
20832	['3ZB']	1	1	1
20833	['3Z9']	1	1	1
20834	['3Z8']	1	1	1
20835	['LK3']	1	1	1
20836	['3Z6']	1	1	1
20837	['3Z5']	1	1	1
20838	['3Z4']	1	1	1
20839	['3Z2']	1	1	1
20840	['LK4']	1	1	1
20841	['3Z1']	1	1	1
20842	['3YZ']	1	1	1
20843	['3Y8']	1	1	1
20844	['3Y6']	1	1	1
20845	['LJ9']	1	1	1
20846	['LJD']	1	1	1
20847	['LJF']	1	1	1
20848	['3X7']	1	1	1
20849	['3ZD']	1	1	1
20850	['LK7']	1	1	1
20851	['LKS']	1	1	1
20852	['3YF']	1	1	1
20853	['LL2']	1	1	1
20854	['LL3']	1	1	1
20855	['3YO']	1	1	1
20856	['3YN']	1	1	1
20857	['3YM']	1	1	1
20858	['3YI']	1	1	1
20859	['LL5']	1	1	1
20860	['3YG']	1	1	1
20861	['3YE']	1	1	1
20862	['3ZG']	1	1	1
20863	['3YD']	1	1	1
20864	['3YC']	1	1	1
20865	['3YB']	1	1	1
20866	['3YA']	1	1	1
20867	['3YX']	1	1	1
20868	['3Y9']	1	1	1
20869	['LL9']	1	1	1
20870	['3Z0']	1	1	1
20871	['3VX']	1	1	1
20872	['LIC']	1	1	1
20873	['LID']	1	1	1
20874	['430']	1	1	1
20875	['43A']	1	1	1
20876	['439']	1	1	1
20877	['LO5']	1	1	1
20878	['437']	1	1	1
20879	['436']	1	1	1
20880	['435']	1	1	1
20881	['LO8']	1	1	1
20882	['LOA']	1	1	1
20883	['LPF']	1	1	1
20884	['43D']	1	1	1
20885	['LPG']	1	1	1
20886	['LPK']	1	1	1
20887	['43K']	1	1	1
20888	['LPS']	1	1	1
20889	['446']	1	1	1
20890	['443']	1	1	1
20891	['442']	1	1	1
20892	['440']	1	1	1
20893	['43C']	1	1	1
20894	['LMJ']	1	1	1
20895	['LPX']	1	1	1
20896	['45J']	1	1	1
20897	['45S']	1	1	1
20898	['LNZ']	1	1	1
20899	['45Q']	1	1	1
20900	['45P']	1	1	1
20901	['45O']	1	1	1
20902	['LO1']	1	1	1
20903	['45M']	1	1	1
20904	['45K']	1	1	1
20905	['45I']	1	1	1
20906	['43G']	1	1	1
20907	['45C']	1	1	1
20908	['LLS']	1	1	1
20909	['LM2']	1	1	1
20910	['LM3']	1	1	1
20911	['LM4']	1	1	1
20912	['44C']	1	1	1
20913	['449']	1	1	1
20914	['43H']	1	1	1
20915	['43Z']	1	1	1
20916	['LPY']	1	1	1
20917	['3W4']	1	1	1
20918	['3WJ']	1	1	1
20919	['3V9']	1	1	1
20920	['LIE']	1	1	1
20921	['LIF']	1	1	1
20922	['3V5']	1	1	1
20923	['LIG']	1	1	1
20924	['LIH']	1	1	1
20925	['LII']	1	1	1
20926	['3WK']	1	1	1
20927	['LIK']	1	1	1
20928	['3VC']	1	1	1
20929	['3WG']	1	1	1
20930	['LIQ']	1	1	1
20931	['LIR']	1	1	1
20932	['3WA']	1	1	1
20933	['LIT']	1	1	1
20934	['LIU']	1	1	1
20935	['LIW']	1	1	1
20936	['3W5']	1	1	1
20937	['LH7']	1	1	1
20938	['3VD']	1	1	1
20939	['43V']	1	1	1
20940	['3VT']	1	1	1
20941	['43S']	1	1	1
20942	['LP8']	1	1	1
20943	['43P']	1	1	1
20944	['LOE']	1	1	1
20945	['43X']	1	1	1
20946	['45V']	1	1	1
20947	['LOI']	1	1	1
20948	['LOJ']	1	1	1
20949	['LOK']	1	1	1
20950	['3VE']	1	1	1
20951	['LOQ']	1	1	1
20952	['3VP']	1	1	1
20953	['3VO']	1	1	1
20954	['3VM']	1	1	1
20955	['LOX']	1	1	1
20956	['LP7']	1	1	1
20957	['LLJ']	1	1	1
20958	['3VF']	1	1	1
20959	['ZYE']	1	1	1
20960	['ZZ5']	1	1	1
20961	['FHG']	1	1	1
20962	['F1N']	1	1	1
20963	['319']	1	1	1
20964	['F11']	1	1	1
20965	['F1Y']	1	1	1
20966	['F32']	1	1	1
20967	['312']	1	1	1
20968	['31S']	1	1	1
20969	['F3A']	1	1	1
20970	['F3B']	1	1	1
20971	['32A']	1	1	1
20972	['F3F']	1	1	1
20973	['F3J']	1	1	1
20974	['325']	1	1	1
20975	['F3K']	1	1	1
20976	['310']	1	1	1
20977	['F44']	1	1	1
20978	['320']	1	1	1
20979	['31Y']	1	1	1
20980	['31X']	1	1	1
20981	['31W']	1	1	1
20982	['F0V']	1	1	1
20983	['F0T']	1	1	1
20984	['F0S']	1	1	1
20985	['339']	1	1	1
20986	['33M']	1	1	1
20987	['33L']	1	1	1
20988	['F1Q']	1	1	1
20989	['33J']	1	1	1
20990	['33H']	1	1	1
20991	['F1S']	1	1	1
20992	['33F']	1	1	1
20993	['F0B']	1	1	1
20994	['F0E']	1	1	1
20995	['31G']	1	1	1
20996	['336']	1	1	1
20997	['F0H']	1	1	1
20998	['F0K']	1	1	1
20999	['32D']	1	1	1
21000	['31N']	1	1	1
21001	['31L']	1	1	1
21002	['31K']	1	1	1
21003	['F0Q']	1	1	1
21004	['31V']	1	1	1
21005	['31U']	1	1	1
21006	['F1Z']	1	1	1
21007	['FDH']	1	1	1
21008	['FDN']	1	1	1
21009	['FDQ']	1	1	1
21010	['FDT']	1	1	1
21011	['FDV']	1	1	1
21012	['FDZ']	1	1	1
21013	['FE5']	1	1	1
21014	['FED']	1	1	1
21015	['FDI']	1	1	1
21016	['FCP']	1	1	1
21017	['2U1']	1	1	1
21018	['FCQ']	1	1	1
21019	['FCS']	1	1	1
21020	['2RU']	1	1	1
21021	['FCV']	1	1	1
21022	['2RS']	1	1	1
21023	['FCW']	1	1	1
21024	['FCX']	1	1	1
21025	['FD1']	1	1	1
21026	['2U0']	1	1	1
21027	['2U2']	1	1	1
21028	['2R6']	1	1	1
21029	['F2I']	1	1	1
21030	['F20']	1	1	1
21031	['2XE']	1	1	1
21032	['2TH']	1	1	1
21033	['F25']	1	1	1
21034	['F29']	1	1	1
21035	['2TC']	1	1	1
21036	['2T9']	1	1	1
21037	['2T7']	1	1	1
21038	['2T2']	1	1	1
21039	['2U3']	1	1	1
21040	['F2S']	1	1	1
21041	['2SY']	1	1	1
21042	['2SX']	1	1	1
21043	['F8P']	1	1	1
21044	['F8S']	1	1	1
21045	['FDY']	1	1	1
21046	['2U8']	1	1	1
21047	['2U4']	1	1	1
21048	['33N']	1	1	1
21049	['33P']	1	1	1
21050	['2RK']	1	1	1
21051	['33R']	1	1	1
21052	['30I']	1	1	1
21053	['30G']	1	1	1
21054	['30E']	1	1	1
21055	['30A']	1	1	1
21056	['306']	1	1	1
21057	['2YZ']	1	1	1
21058	['2YY']	1	1	1
21059	['2YX']	1	1	1
21060	['F6E']	1	1	1
21061	['2Y4']	1	1	1
21062	['2Y3']	1	1	1
21063	['2Y2']	1	1	1
21064	['F7J']	1	1	1
21065	['2XY']	1	1	1
21066	['2XX']	1	1	1
21067	['F81']	1	1	1
21068	['F8A']	1	1	1
21069	['2XO']	1	1	1
21070	['F8M']	1	1	1
21071	['F58']	1	1	1
21072	['30K']	1	1	1
21073	['30M']	1	1	1
21074	['F4G']	1	1	1
21075	['2ZT']	1	1	1
21076	['F5B']	1	1	1
21077	['F59']	1	1	1
21078	['F4A']	1	1	1
21079	['F4C']	1	1	1
21080	['F4D']	1	1	1
21081	['2Z5']	1	1	1
21082	['2Z4']	1	1	1
21083	['303']	1	1	1
21084	['F55']	1	1	1
21085	['F4J']	1	1	1
21086	['304']	1	1	1
21087	['F4M']	1	1	1
21088	['F4T']	1	1	1
21089	['F51']	1	1	1
21090	['30R']	1	1	1
21091	['30P']	1	1	1
21092	['30O']	1	1	1
21093	['F7L']	1	1	1
21094	['F6M']	1	1	1
21095	['F6W']	1	1	1
21096	['F1J']	1	1	1
21097	['F1I']	1	1	1
21098	['32W']	1	1	1
21099	['32V']	1	1	1
21100	['F46']	1	1	1
21101	['32R']	1	1	1
21102	['32Q']	1	1	1
21103	['32P']	1	1	1
21104	['32O']	1	1	1
21105	['F1L']	1	1	1
21106	['330']	1	1	1
21107	['32J']	1	1	1
21108	['32I']	1	1	1
21109	['32H']	1	1	1
21110	['F1M']	1	1	1
21111	['32G']	1	1	1
21112	['335']	1	1	1
21113	['337']	1	1	1
21114	['33S']	1	1	1
21115	['F1G']	1	1	1
21116	['333']	1	1	1
21117	['2YW']	1	1	1
21118	['F77']	1	1	1
21119	['2YV']	1	1	1
21120	['F6Y']	1	1	1
21121	['2YT']	1	1	1
21122	['F6Z']	1	1	1
21123	['2YP']	1	1	1
21124	['F71']	1	1	1
21125	['F72']	1	1	1
21126	['F76']	1	1	1
21127	['2YK']	1	1	1
21128	['F17']	1	1	1
21129	['F78']	1	1	1
21130	['F79']	1	1	1
21131	['F7A']	1	1	1
21132	['F47']	1	1	1
21133	['2YB']	1	1	1
21134	['F1H']	1	1	1
21135	['F16']	1	1	1
21136	['2XK']	1	1	1
21137	['2RL']	1	1	1
21138	['2RJ']	1	1	1
21139	['F69']	1	1	1
21140	['F9Q']	1	1	1
21141	['2CN']	1	1	1
21142	['1VK']	1	1	1
21143	['1VJ']	1	1	1
21144	['1VI']	1	1	1
21145	['FC9']	1	1	1
21146	['1VE']	1	1	1
21147	['1VD']	1	1	1
21148	['1VC']	1	1	1
21149	['1VB']	1	1	1
21150	['1V9']	1	1	1
21151	['FBT']	1	1	1
21152	['FBQ']	1	1	1
21153	['1V5']	1	1	1
21154	['1V3']	1	1	1
21155	['FAZ']	1	1	1
21156	['FB0']	1	1	1
21157	['1VM']	1	1	1
21158	['1VN']	1	1	1
21159	['1VP']	1	1	1
21160	['FC5']	1	1	1
21161	['FC4']	1	1	1
21162	['2V7']	1	1	1
21163	['2VP']	1	1	1
21164	['2V3']	1	1	1
21165	['F8V']	1	1	1
21166	['F92']	1	1	1
21167	['F94']	1	1	1
21168	['F97']	1	1	1
21169	['F9B']	1	1	1
21170	['F9E']	1	1	1
21171	['2VR']	1	1	1
21172	['F9G']	1	1	1
21173	['FC3']	1	1	1
21174	['2VN']	1	1	1
21175	['FAV']	1	1	1
21176	['FBR']	1	1	1
21177	['FBU']	1	1	1
21178	['2VE']	1	1	1
21179	['FC1']	1	1	1
21180	['2VA']	1	1	1
21181	['FC2']	1	1	1
21182	['FB5']	1	1	1
21183	['FB6']	1	1	1
21184	['1W7']	1	1	1
21185	['1U2']	1	1	1
21186	['1TM']	1	1	1
21187	['EO7']	1	1	1
21188	['1TE']	1	1	1
21189	['EO8']	1	1	1
21190	['1TC']	1	1	1
21191	['1T7']	1	1	1
21192	['1T6']	1	1	1
21193	['1T5']	1	1	1
21194	['1U4']	1	1	1
21195	['EO4']	1	1	1
21196	['ENT']	1	1	1
21197	['1UP']	1	1	1
21198	['1UO']	1	1	1
21199	['1UL']	1	1	1
21200	['1UK']	1	1	1
21201	['1UJ']	1	1	1
21202	['1UH']	1	1	1
21203	['1UC']	1	1	1
21204	['EO5']	1	1	1
21205	['1TR']	1	1	1
21206	['FBD']	1	1	1
21207	['1VV']	1	1	1
21208	['FBG']	1	1	1
21209	['1W2']	1	1	1
21210	['1W1']	1	1	1
21211	['1W0']	1	1	1
21212	['1VZ']	1	1	1
21213	['FBK']	1	1	1
21214	['FBL']	1	1	1
21215	['FBN']	1	1	1
21216	['FBO']	1	1	1
21217	['1TS']	1	1	1
21218	['1VT']	1	1	1
21219	['FG9']	1	1	1
21220	['1VO']	1	1	1
21221	['EO9']	1	1	1
21222	['ENY']	1	1	1
21223	['ENZ']	1	1	1
21224	['EO1']	1	1	1
21225	['1TT']	1	1	1
21226	['2UH']	1	1	1
21227	['F9V']	1	1	1
21228	['FD2']	1	1	1
21229	['F9W']	1	1	1
21230	['FFJ']	1	1	1
21231	['FFS']	1	1	1
21232	['2S4']	1	1	1
21233	['2S3']	1	1	1
21234	['2S2']	1	1	1
21235	['2S1']	1	1	1
21236	['2S0']	1	1	1
21237	['FFV']	1	1	1
21238	['FFY']	1	1	1
21239	['2UG']	1	1	1
21240	['FG1']	1	1	1
21241	['2WK']	1	1	1
21242	['2WJ']	1	1	1
21243	['2WH']	1	1	1
21244	['FG5']	1	1	1
21245	['2WD']	1	1	1
21246	['FFE']	1	1	1
21247	['2WB']	1	1	1
21248	['2WA']	1	1	1
21249	['2S8']	1	1	1
21250	['2S9']	1	1	1
21251	['2SB']	1	1	1
21252	['2RV']	1	1	1
21253	['FD3']	1	1	1
21254	['2RF']	1	1	1
21255	['FD4']	1	1	1
21256	['2RD']	1	1	1
21257	['2RC']	1	1	1
21258	['FD5']	1	1	1
21259	['FD9']	1	1	1
21260	['2R8']	1	1	1
21261	['2RW']	1	1	1
21262	['2SC']	1	1	1
21263	['FFF']	1	1	1
21264	['FFG']	1	1	1
21265	['2SM']	1	1	1
21266	['2SK']	1	1	1
21267	['2SJ']	1	1	1
21268	['2SH']	1	1	1
21269	['2SE']	1	1	1
21270	['2SD']	1	1	1
21271	['2W9']	1	1	1
21272	['2W7']	1	1	1
21273	['2W6']	1	1	1
21274	['2V0']	1	1	1
21275	['FF5']	1	1	1
21276	['2WR']	1	1	1
21277	['FF7']	1	1	1
21278	['FCM']	1	1	1
21279	['FA2']	1	1	1
21280	['FA9']	1	1	1
21281	['2V2']	1	1	1
21282	['2V1']	1	1	1
21283	['FAC']	1	1	1
21284	['FF4']	1	1	1
21285	['FAF']	1	1	1
21286	['FAL']	1	1	1
21287	['FAM']	1	1	1
21288	['2UT']	1	1	1
21289	['2US']	1	1	1
21290	['2UR']	1	1	1
21291	['FAP']	1	1	1
21292	['2UO']	1	1	1
21293	['2WT']	1	1	1
21294	['2WW']	1	1	1
21295	['FF8']	1	1	1
21296	['2XC']	1	1	1
21297	['FEK']	1	1	1
21298	['2W3']	1	1	1
21299	['2W0']	1	1	1
21300	['2WM']	1	1	1
21301	['2VZ']	1	1	1
21302	['FEN']	1	1	1
21303	['2WQ']	1	1	1
21304	['FEP']	1	1	1
21305	['FEQ']	1	1	1
21306	['FF3']	1	1	1
21307	['2X9']	1	1	1
21308	['2X6']	1	1	1
21309	['2X5']	1	1	1
21310	['2X4']	1	1	1
21311	['2X3']	1	1	1
21312	['2X0']	1	1	1
21313	['FEX']	1	1	1
21314	['FF1']	1	1	1
21315	['2ZU']	1	1	1
21316	['F67']	1	1	1
21317	['TPI']	1	1	1
21318	['SZ8']	1	1	1
21319	['SXD']	1	1	1
21320	['2LG']	1	1	1
21321	['2LE']	1	1	1
21322	['SXJ']	1	1	1
21323	['SXK']	1	1	1
21324	['2LB']	1	1	1
21325	['2NJ']	1	1	1
21326	['SXR']	1	1	1
21327	['SXS']	1	1	1
21328	['2L2']	1	1	1
21329	['2L1']	1	1	1
21330	['SXV']	1	1	1
21331	['SXZ']	1	1	1
21332	['2KW']	1	1	1
21333	['SPX']	1	1	1
21334	['2NK']	1	1	1
21335	['SQ1']	1	1	1
21336	['2Q4']	1	1	1
21337	['STS']	1	1	1
21338	['SXA']	1	1	1
21339	['2KQ']	1	1	1
21340	['2K6']	1	1	1
21341	['T07']	1	1	1
21342	['SZZ']	1	1	1
21343	['T01']	1	1	1
21344	['2LQ']	1	1	1
21345	['T03']	1	1	1
21346	['2LN']	1	1	1
21347	['T04']	1	1	1
21348	['2KN']	1	1	1
21349	['2KL']	1	1	1
21350	['T08']	1	1	1
21351	['T11']	1	1	1
21352	['2KF']	1	1	1
21353	['2KE']	1	1	1
21354	['2KD']	1	1	1
21355	['2KC']	1	1	1
21356	['2KB']	1	1	1
21357	['T0E']	1	1	1
21358	['T0R']	1	1	1
21359	['T10']	1	1	1
21360	['2PZ']	1	1	1
21361	['2PY']	1	1	1
21362	['2PX']	1	1	1
21363	['2O7']	1	1	1
21364	['SPF']	1	1	1
21365	['SPI']	1	1	1
21366	['2QA']	1	1	1
21367	['2PB']	1	1	1
21368	['2P9']	1	1	1
21369	['2OE']	1	1	1
21370	['ST4']	1	1	1
21371	['ST7']	1	1	1
21372	['STB']	1	1	1
21373	['SP9']	1	1	1
21374	['2O5']	1	1	1
21375	['2O4']	1	1	1
21376	['2O3']	1	1	1
21377	['STF']	1	1	1
21378	['2O1']	1	1	1
21379	['2NY']	1	1	1
21380	['2NX']	1	1	1
21381	['2NW']	1	1	1
21382	['2QH']	1	1	1
21383	['2QM']	1	1	1
21384	['SR3']	1	1	1
21385	['2Q8']	1	1	1
21386	['2PU']	1	1	1
21387	['2PQ']	1	1	1
21388	['SRB']	1	1	1
21389	['SRD']	1	1	1
21390	['SPP']	1	1	1
21391	['2PH']	1	1	1
21392	['SON']	1	1	1
21393	['2PF']	1	1	1
21394	['SP0']	1	1	1
21395	['2QN']	1	1	1
21396	['2QV']	1	1	1
21397	['2QU']	1	1	1
21398	['2QT']	1	1	1
21399	['2QS']	1	1	1
21400	['2QR']	1	1	1
21401	['2QQ']	1	1	1
21402	['2QP']	1	1	1
21403	['2QO']	1	1	1
21404	['SZH']	1	1	1
21405	['2MV']	1	1	1
21406	['2NR']	1	1	1
21407	['2MX']	1	1	1
21408	['0MW']	1	1	1
21409	['0MU']	1	1	1
21410	['0MT']	1	1	1
21411	['TTO']	1	1	1
